context,idiom,label
"['She sighed .', 'Yet another loose piece in the puzzle .', 'If only she could fit the jigsaw together and get a clear picture of this man who so intrigued her .', 'But he seemed to want to be a man of mystery , want to bamboozle her .', 'The question was , why ?']",get the picture,i
"['Mm .', ""And we do n't ."", ""No , what I 'm saying is , I do n't think from the accident book you 're getting a true picture because people do n't always report it , they 'll be off several days afterwards ."", 'Right .', ""Just do n't compla , I just wondered whether that was actually""]",get the picture,i
"[""He studied Nigel 's particulars and started to read them out slowly , looking up to query various points and making notes on a pad in front of him ."", ""' You say you 're divorced , or is it separated ?"", 'It might help us to get the full picture if we could talk to your wife .', 'Perhaps you could give us her phone number .', ""Did she remarry ? '""]",get the picture,i
"[""The head of Broadcast Communications , who supply the clean feed , has confirmed that ' there was a little bit of liberal interpretation of the rules on my part ' ."", 'As a result , although the coverage is not as lively or interesting as it would probably be if the editors had more freedom , it is not nearly as stilted as many people feared ; it is certainly much better than the terribly restricted and monotonous presentation of the Canadian House of Commons .', 'Viewers in this country do get a fair picture of the debates and other proceedings in our House .', 'The rules for the cameras in committees are essentially the same as in the House , except that it is recognised that it is not possible to exclude shots showing the public , especially those sitting behind the witnesses in a select committee .', 'In practice , there have been no problems .']",get the picture,i
"[""If blind people 's drawings of objects ( more or less as they would be touched ) reflected their thoughts , then deaf people 's writings obviously showed a difference ."", 'Unfortunately , both circumstances particularly highlighted skills which were difficult to acquire or monitor and could hardly act as evidence on the nature of thought .', 'The fact that blind people can talk makes their world more accessible ; the fact that we can now begin to describe BSL makes it much more likely that we can get an effective picture of how sign language reflects the internal organisation of deaf people .', 'Evidence on cognition in deaf children has never been clear - cut .', 'Green and Shepherd ( 1975 ) used the Semantic Differential ( a technique to examine how meaning is assigned to concepts ) to show that deaf children share major dimensions of meaning with hearing children but lack a factor concerning abstract meaning and have an additional one of sensory judgements based on vision and touch .']",get the picture,i
"['This is the example that I wanted to quote in erm , in er , answer to er , the question you asked me earlier .', 'I forget what it was now , but anyway , now I know what the answer was going to be .', ""The answer was going to be that er , just as we look back on Darwin and do n't notice his Lamarckism , in , in a sense , Darwin was n't as Darwinian as we might now think , so we 've probably got a picture of Freud which is , er , more Freudian as it were , than Freud really was ."", 'Freudian in the modern world , has come to mean a belief , predominantly , that human behaviour is influenced by early experience .', ""That 's what most people understand Freudian psychology to be .""]",get the picture,i
"['Plenty of scope for cellar - dwellers here !', ""A taste of stalactite climbing at a more human level is provided by the sustained E1 5b of Arrampicatopitheque ( thankfully the climbing 's easier than the name ) to the left of Casamanche — itself one of the best 7bs ."", ""You 're probably getting the picture by now— Russan is a typical product of the 80s ."", 'With the exception of a few intervening slabs , the routes are always steep , rarely less than overhanging or more than 25 m , on near perfect rock and well equipped with bolts and chains for ‘ moulinette ’ .', 'In all a superb situation above the great sweep of the river .']",get the picture,i
"['It will be great to have you .', 'A draft copy of the conference programme is enclosed and what we are attempting to do is :', ""1 ) Under the theme ' It 's time to right wrongs ' we hope to ' unpack'the ' Statement of Commitment ' , to help the local organisers attending the conference to get a more up - to - date and accurate picture of the role Christian Aid seeks to fulfil ."", 'During the weekend we will be examining some of the key concerns of the statement .', '2 ) We hope that you , Ingrid and Mauricio will play a full part in the conference , but we would specifically ask you to be responsible for']",get the picture,i
"[""Everything is too loud : The amplification , my guitar , the crowd 's cheery conversation ."", ""It 's not easy ."", ""Martin takes them on unamplified , and after about an hour 's struggle , wins the day handsomely ."", 'Two and a half hours later , as I left , he was still playing .', ""Monday night , straight from work , and I 'm in Ullapool , still wearing my cords but with a half - decent haircut .""]",win the day,i
"['"" She just went out of her way to get to know what was going on . ""', 'The staff were amazed at how quickly she grasped the various issues and was able to slot them into the incredible filing system of her memory .', 'That , and the sheer magnetism of her personality , won the day .', 'She had only been in office a fortnight when she gave a lecture on social services at the ICO .', 'An officer who had worked on the social side for twenty years summed it up as "" the most brilliant lecture on our social services I \'d ever heard in my life "" .']",win the day,i
"['In Rome he was housed comfortably and on 13 April attended the first hearing , when some Dominicans produced the unsigned document .', 'Galileo pleaded ignorance of any such document and promised to produce that signed by Bellarrnine in 1616 .', 'He almost won the day .', ""There followed considerable activity behind the scenes , the Cardinals probably detested the Scheiners etc . — and Francesco Barberini , the Pope 's brother , who remained a loyal and admiring friend to Galileo throughout , was very active ."", 'He appeared once more and was then kept in suspense for months . The Pope eventually decided on life imprisonment .']",win the day,i
"['Great savings are possible in the airline industry from access to a ‘ hub and spokes’ system of routes .', ""For similar reasons BA , a Heathrow - based airline , was also keen to establish itself at Gatwick , thereby making itself the dominant airline at Britain 's two largest airports ."", 'Faced with a competing predator , BA raised its bid to a knockout £ 250 million and this won the day .', ""During the takeover battle , questions were raised about the desirability of allowing a foreign airline to bid for a British airline , providing access to Britain 's second largest ‘ hub’ ."", 'The attitude to foreign takeovers is now considered by studying the contested takeover for Rowntree .']",win the day,i
"['Light glinted on armour .', 'Figures moved slowly in the darkness .', 'Tallis gasped as she saw the bones of men and horses piled by the river and flung into the branches , grim remnants of those who had not won the day .', 'Warriors crouched by the water , some drinking , some just staring .', 'Tallis smelled blood and the more offensive stink of ordure .']",win the day,i
"['As long as the Greek people have to be asked to accept one austerity package after another , they might wonder when they will have a direct say on this matter .', 'Less than one week before Papandreou dropped his bombshell , eurozone leaders had spoken unequivocally : “ The introduction of the European ~ Semester has fundamentally changed the way our fiscal and economic policies are coordinated at European level , with co - ordination at EU level now taking place before national decisions are taken . ”', 'Simply put , pan - eurozone financial governance had supposedly won the day .', 'Technically , Papandreou ’s proposed referendum was not directly about fiscal or economic policy , but it is a decision that would have had huge economic ramifications for the eurozone .', 'Despite that , it was taken without any coordination with other eurozone leaders .']",win the day,i
"['Out of that curve , Doohan grabs another gear and the warbling exhaust note signals that the rear tyre is still scrabbling for grip as he shifts up again and aims at the daunting , sixth gear left on to the back straight .', 'Each season the true 500 elite ( you can count them on your hands with fingers to spare ) develop their skills further as improved equipment allows achievements which a year ago , or even a month ago , would have been impossible .', ""It 's the rider who can use his riding art and physique to harness and master each new step in GP technology who ultimately wins the day ."", ""Those who do n't keep rolling on the learning curve get left way behind ."", 'The modern art of controlling a 170bhp 500 V4 entails superhuman powers of co - ordination and the ability to analyse machine behaviour minutely through each millisecond at speeds of up to 185 mph .']",win the day,i
"['Such cells have only achieved efficiencies of 5–6 per cent , due mainly to problems with the junction between the two solids .', 'This is precisely where the liquid - junction cell may hold an advantage .', 'If it works well with polycrystalline electrodes , it could win the day .', 'Soviet pipeline goes full — speed ahead', ""PRESIDENT REAGAN 'S attempt to stop the export of American pipeline machinery to the USSR has had little impact on the construction of the 4451 -kilometre Siberian gas pipeline .""]",win the day,i
"['It is not yet certain that they will get the chance .', 'If one of the big parties wins something close to a majority of seats , it may have two ways of avoiding dependence on either Catalans or Basques .', 'One is to settle for being a minority government , and hope to collect enough support each time a parliamentary vote comes up to win the day and stay in office .', 'The other is to go into coalition with some of the other regional parties that may also hold some seats in parliament .', ""Under Spain 's system of proportional representation , regionalists stand a chance of winning seats in Valencia , Aragon , the Canary Islands and Andalusia .""]",win the day,i
"[""‘ I 'm a realist,’ he said flatly ."", ""‘ In my job , it 's a prerequisite.’"", 'He lolled back in his chair to light a cigar , displaying the carefree indifference of a man who knows he has won the day .', 'Eyeing Harris covertly above the flame of his lighter , he said : ‘ Well ?', 'Do I get your backing or do I not?’']",win the day,i
"['Learning the Lessons of Iraq', 'NEW ~ YORK – The Iraq war has been replaced by the declining economy as the most important issue in America ’s presidential election campaign , in part because Americans have come to believe that the tide has turned in Iraq : the troop “ surge ” has supposedly cowed the insurgents , bringing a decline in violence .', 'The implications are clear : a show of power wins the day .', 'It is precisely this kind of macho reasoning that led America to war in Iraq in the first place .', 'The war was meant to demonstrate the strategic power of military might .']",win the day,i
"['Allen stresses that HAH , which takes about 400 patients a year and has received some help from Sainsbury Family Charitable Trusts , enables some people to by - pass the local hospital altogether .', '‘ Which would you prefer if you needed traction for three weeks ?', 'I think home comforts and convenience might win the day.’', 'District nurses are crucial to the success of the scheme , Allen said .', '‘ The district nurse decides the quantity and quality of care required each day to nurse the patient at home .']",win the day,i
"['Dundee defender , Steve Pittman , latched on to a defensive error by John Inglis to race down the left flank .', 'When his telling cross arrived in the danger area , Stainrod stole in on the blind side of the Perth defence to power the ball home first time from 12 yards .', 'This clash between the old rivals seldom got off the ground in terms of entertainment value , but the more adventurous team won the day .', ""Success stretched Dundee 's much - needed unbeaten league run to three games , from which five points have been gathered ."", 'Fifers make move']",win the day,i
"[""At the Congress itself , there was a strong fight , and Lenin 's resolution affirming the traditional position was opposed by 16 ( with 18 abstaining ) but with 56 in favour ."", ""Piatakov 's resolution was defeated by 48 to 11 , with 19 abstentions ."", ""The size of the combined opposition and abstentions indicated how far Lenin 's arguments had won the day , just before the Bolsheviks were to be put to the test of power ."", ""Over a third of the vote was not convinced that ‘ To deny the right to secede is to help Tsarism and to indulge the Russian muzhik 's nationalism.’"", 'There were other grounds on which to support the right of self - determination .']",win the day,i
"['We discussed cytological and serological studies and obtained a grant from the Great Britain - China Centre for a Chinese geneticist to visit Edinburgh .', 'She was to bring samples from the parents and their offspring so that she and Dr Ann Chandley could analyse and discuss them together .', 'Bureaucracy , however , won the day .', 'After much laborious correspondence we received from China the following : ‘ We believe that no one outside of this country will have access to the mule and her foal in Honan Province because such matters will have to be approved by the authorities here .', 'Actually the cooperative project is presently under consideration by the authorities here.’']",win the day,i
"[""' I do ."", 'He can .', ""And you and he will win this day for us , ' Thorfinn said ."", ""' Quickly … '"", 'He watched Scandlain go .']",win the day,i
"['During this time , one senior auction house official noted that ‘ Each house has promised the heirs so much : advances , separate hard - bound catalogue , etc , that no matter which auction house gets it , it is bound to lose money on the sale’ .', ""For a time it seemed that Christie 's had the inside track — they offered the Sharp apartment for sale in the late autumn of 1992 ."", ""But Sotheby 's eventually won the day , causing an annoyed Christie 's to tip off The New York Times before Sotheby 's could proudly announce their coup ."", ""Caught unprepared , Sotheby 's admit that , while they have the Sharp collection , they are still not sure when it will be sold ( most probably in January 1994 ) and more importantly , what exactly will be sold ."", 'This leaves the Metropolitan with one last hope to secure some of the most urgently needed Sharp items before their dispersal , either by private purchase or by gift .']",win the day,i
"['He was in the hot seat for more than three hours .', 'He had gone to the podium at eight o ‘ clock .', ""By noon he had obtained Nate 's approval and had won the day ."", 'The Merseyside convener was aware that President Nate Cocello was coming to the UK for talks with British and European management .', 'The grapevine always flashed advance notice of such events , though it was never hard to guess when a VIP visit was imminent because of the frenzied housekeeping activity at each plant which always preceded it .']",win the day,i
"['Harriet glanced around , wondering if she could slip out unnoticed .', 'It was heresy , of course , but the show was likely to last another hour at least — Saint Laurent was famous for the length of his shows — and afterwards there was bound to be the most fearful crush .', 'Harriet hesitated , then her natural impatience won the day and she slipped quietly towards the exit .', 'All eyes were on the catwalk and no one appeared to notice her , apart from a tall , grey - haired woman in the uniform of an atelier who moved towards her accusingly .', 'Instantly Harriet pressed her hand across her mouth in a theatrical gesture .']",win the day,i
"[""Her will has directed that the income from Patrick 's work , estimated at £ 10,000 a year , should be used to support a middle - aged poet , to be chosen by the estate 's trustees ."", 'Apart from that , Peter Fallon , her agent and proprietor of the Gallery Press , says there are plans , approved by the estate , to republish Kavanagh ‘ to correct the many errors that appear in many published books’ .', 'Desmond Egan , an ebullient man known in the enemy camp as Desperate Ego , is confident that he and Dr Kavanagh will win the day .', '‘ A lot of people fell around the place laughing when they heard about the middle - aged poet bit,’ he says .', '‘ I certainly did .']",win the day,i
"[""Rab Stewart , Scottish textile organiser for the Transport and General Workers ' Union , said the Employment Service had withdrawn its objections to payments being made , and was now supporting all the claims ."", 'According to his records , about 50 workers had been compensated , which meant 125 people had still received nothing .', 'In his view it was disgusting that the union had been forced to battle for four years to win the day .', 'Gerry Skelton , Borders district secretary of the TGWU , said that when the benefits agencies had mistakenly paid out extra money to claimants they had not been prepared to wait four years for the cash to be handed back .', 'Walkerburn families had experienced severe poverty when the factory closed , yet the welfare state had failed to come to their rescue .']",win the day,i
"['The group had claimed that drinkers would have to consume a ‘ not insignificant amount’ of their 2.2 light beer before reaching the .05 blood alcohol limit set for drivers in NSW .', ""No less than 66 people — mugs in Australian parlance — volunteered to drink up to eight ‘ middies’(285ml ) of the kangaroo 's by - product in an hour ."", ""The end result was that Tooheys won the day , with most of the drinkers still under the limit after an hour 's soaking ."", 'But the case left a few unfortunates in its wake .', ""Two of the volunteers ran up the white flag and could n't stay the court .""]",win the day,i
"['But others looked as though they were desperately trying to find a way out , gazing to the ceiling deep in thought .', ""Meanwhile , Labour 's noisy squad perched on the edge of their seats , making sure their views were heard at least every 30 seconds ."", 'Mr Major won the day but he still has a problem .', ""He just ca n't say the word ‘ want.’"", ""He uses it often enough , but just ca n't say it properly .""]",win the day,i
"['They were all agreed .', 'Her talents must not be wasted .', 'Mrs Burrows won the day .', 'Eva gained the "" magic key "" to the university world when she won a government scholarship to Brisbane University at the age of seventeen .', 'She still lived at home , handing the meagre amount of money on which she was supposed to have managed to her mother .']",win the day,i
"['Curry , from London , outshone allcomers to retain her British title for the third year running .', ""But Hutchison , a captain in the Royal Engineers , faced a much closer battle between World Cup skiers fighting for the top four places in the men 's event ."", ""Thomas Jensen , from Denmark , had the fastest time and Dutchman Robert Binnenweg was best in the air but it was Hutchison 's overall control on the steep 250 m course that won the day ."", ""Alain Baxter , 19 , from Aviemore , won the junior men 's giant slalom at the STS British Children and Junior Alpine Championships at Alpe d'Heux ."", ""BRITISH ALPINE CH'SHIPS ( Alp d'Heux , France ) .""]",win the day,i
"['He also told why the decision was made to take sterling out of the ERM .', 'Mr Lamont is said to have told the Premier : ‘ The game is over .', 'The market has won the day.’', ""Mr Major spoke again , praising the Chancellor 's handling of the crisis ."", ""Then it was Foreign Secretary Douglas Hurd 's turn .""]",win the day,i
"['Brazauskas has stressed the need to regain lost markets in the rest of the former Soviet Union .', ""Furthermore , a greater emphasis on relations with Moscow does not imply giving up the country 's own democratic future ."", 'In elections these days , wherever they take place , pragmatism tends to win the day .', 'Small print between the lines', ""BRITAIN 'S opt - out from the social chapter of the Maastricht treaty was the most glittering of the prizes Prime Minister John Major brought home from his ‘ game , set and match’ negotiations .""]",win the day,i
"[""At the end of the following year , in December 1980 , the CGLI submitted its own proposals for the constitution of the validating body and , eventually , in July 1981 , the government 's position was made clear in a ministerial statement to parliament ."", 'In announcing future arrangements for the validation of sub - degree courses in agriculture and related subjects , it stated the CGLI had been invited to establish a National Consultative Group for the Co - ordination of Validation Arrangements in Agriculture and related subjects .', ""As the Group 's terms of reference , scope , functions and core membership were closely based on the CGLI 's proposals , then clearly the Institute might be said to have won the day ."", 'The Group , jointly financed by the DES and CGLI , was duly established for a three - year period , and its remit is fourfold : to review existing provision ; to identify any overlap or gaps which may exist ; to identify an appropriate integrated and progressive pattern of schemes and awards ; and to make recommendations to the appropriate validating bodies .', 'When formulating its eventual recommendations , the National Consultative Group will have to take into account two essential differences between agriculture and the rest of British industry : it is for the most part composed of relatively small - scale and highly efficient enterprises employing limited numbers of men and women working in relative isolation from one another ; and , as we have seen , the boundaries between the craftsman and technician in agriculture are shifting and difficult , if not impossible , to define .']",win the day,i
"[""DEC surprisingly came out with the stronger , if more bewildering statement that it ‘ will be working with USL and their technology partners to combine Digital 's Alpha technology with Unix SVR4’— seemingly contradicting its position of the day before ( see page five ) ."", ""Nonetheless , USL believes that their collaboration , awkward perhaps for DEC 's press agents , will be serious , in depth and direct ."", 'USL won the day by persuading Open Software Foundation chief , David Tory , to speak , revealing that USL and OSF were working together to ensure that the OSF Application Environment Specification and SVR4 would be aligned and compatibility maintained .', 'USL again endorsed OSF layered products such as Motif and DCE , and has even taken the baton from OSF for the commercialisation of ANDF — the Architecture Neutral Distribution Format , see below .', ""OSF 's singular appearance changes the rules the industry has been playing by for the past few years , narrowing the gap between the two camps , and allowing more room for the players to manoeuvre .""]",win the day,i
"['Look too for the cupola and arched ceilings that marry the high decoration of Catholic churches with an excellent sense of style .', ""From the outside it is difficult to know whether to curse Bramante 's decision to demolish the original church — apart from the internal apse structure and the ( later ) campanile,— or to marvel at the soaring lines ."", 'The main , and best , façade , the one seen from Via Torino from where the church entrance is reached , was started by an earlier architect , but in an assumed battle between the early man and Bramante the latter won the day , completing the work seen today .', 'Interior of the church of Santa Maria presso San Satiro', 'The reason for the odd name for the church , St Mary near St Satiro , is because of an ancient fresco of the Madonna and Child that stood over an external altar of the earliest ( San Satiro ) church .']",win the day,i
"['THE government may have a majority as high as 10 at the end of the crucial Commons debate on the Maastricht Treaty tonight .', 'That was the private calculation of some Labour MPs as two leading dissidents finally decided to abandon their threat to rebel and instead support John Major in the division lobbies .', 'But Tory rebels still remain confident they can win the day and in doing so inflict irreparable damage on the treaty .', ""A defeat would gravely damage the Prime Minister 's authority at home and abroad ."", 'Rebel ringleader James Cran warned today they were ‘ quite determined to give the government a bit of a shock this evening’ .']",win the day,i
"['The election of October 1951 had brought 100 new Conservative MPs into parliament all of whom received the undivided attention of the lobbyists .', 'Many of them also nurtured hopes that a new commercial sector would offset what their flights of fancy saw as the ‘ bolshie’ bias of the BBC .', 'The new Tories talked of being ‘ on the side of the people’ and when , in March 1954 the Television Bill came up for its second reading , they won the day .', '‘ Giving the people what they want’ had proved a more potent slogan than traditional Conservative paternalism .', 'A Princeton professor who investigated the campaigns a few years later put it more bitterly : ‘ Cynical pseudo - egalitarianism replaced an older commitment to the maintenance of national standards.’']",win the day,i
"['The McGeorge Rose Bowl , a pairs knock - out competition also played throughout the season , was won by Archie Lang and Thomas McCluskie .', 'First of the away - day competitions , ‘ The Robert Lambie Memorial Trophy’ was held at Crieff Golf Club on 23rd April .', 'Like the other competitions of this type , it was stroke play , three ball match with Bill Hamilton winning the day and Jim Hopkins , second .', 'The Simon Levinson Quaich was played at Auchterarder on 2nd July , with John McAusland as winner and Joe Kerr as runner up .', 'This popular event was again held in the Elderslie Village Hall on Friday , 18th November .']",win the day,i
"['there has been hardly any research on the police compared with the large output of critical scholarship on industry , commerce , the civil service , the health service and education … what little direct research there has been on the police has scarcely begun to ask such fundamental questions as what is the police force and what is it doing .', 'This point ( Wojtas 1982 ) occurs in a description of a new research centre for Police Studies at Strathclyde University , which is ‘ to ask whether anyone is doing research on the police , what degree of co - operation they have met … and to encourage research by the police themselves’ .', 'Once again , however , defensiveness won the day and when the Strathclyde Centre circulated forces asking them to co - operate in the venture , a decision was taken to withhold co - operation and a circular went round to this effect , suggesting the existing Home Office funded PRSU ( Police Research Services Unit ) and the Home Office Research and Planning Unit were adequate for the needs of the service .', 'This latter unit ( formerly the HO Research Unit ) does provide some research material for those who seek it out and its bulletin is a reference source to recent government funded research , which is largely concerned with operational systems and the tools of policing .', 'However , I have never seen a copy of this circulated at the subdivision level at any location I have worked ; and outside force HQ the availability of any research or analytic literature on policing falls off dramatically .']",win the day,i
"[""It merely said that the president had never told it to question Kenya 's one - party system ."", 'The commission was denounced as cosmetic .', ""But the riots were four months past , the party was at least trying to seem reasonable , and Kenya 's habitual political somnolence won the day ."", ""This owes as much to the country 's past success as to the ruling party 's new tact ."", 'A healthy economy in the 1960s and 1970s created a sizeable and conservative urban middle class .']",win the day,i
"['The long beat and fast reaching course was probably the best set by race officer Roy Withell .', 'The south - east 15 knots wind opened up the fleet , but the gusty beat was a great leveller and provided some close finishes in the final four races .', ""Clyde Waite won the day 's racing , but after 39 races the new overall series champion is the Bic - sponsored Clacton racer , Simon Pearce ."", 'Results', '1 S Pearce ( Bic / Titman Tip Tools ) ; 2 A Mexome ( F2/Soveriegn Hols ) ; 3 C Waite ( Fanatic / Dolphin ) ; 4 S Lindsell ( Mistral ) ; 5 S Miller ( Fanatic ) ; 6 M Smalling ( Fanatic / Hummingbird Express ) ; 7 P Goodchild ( Mistral / Ski - Surf 2000 ) ; 8 B Fogg ( F2 ) ; 9 N Ainsworth ( F2 ) ; 10 L Booth ( Fanatic ) .']",win the day,i
"['This type of objection is clearly an expression of a desire for additional information .', ""The salesperson 's task is to provide it in a manner which does not antagonise the buyer and , yet , is convincing ."", 'It is a fact of human personality that the argument which is supported by the greater weight of evidence does not always win the day ; people do not like to be proved wrong .', 'The very act of changing a supplier may be resisted because it may imply criticism of a past decision on the part of the buyer .', 'For a salesperson to disregard the emotional aspects of dealing with objections is to court disaster .']",win the day,i
"['About the same size as our familiar British redshank , in breeding plumage it is almost black all over with some paler spotting on the back .', 'It is equally all - seeing and noisy in defence of its nest .', 'But the ‘ mozzies’ finally won the day and we retreated back to the safety of the ‘ bus’to lick our wounds and to hunt out our supplies of insect repellent !', ""Shetland has no biting insects apart from a few midges in late summer , and I had n't realised just how much of a problem these Arctic mosquitoes could be ."", 'The Swedish marshes provide ideal breeding - grounds and the lack of wind in summer ideal flying conditions for mosquitoes ; at times they were so bad that we were reluctant to get out to explore these excellent marshy habitats fully .']",win the day,i
"['Anyway , you could write the script .', ""You do n't need to see the film to know what 'll happen ."", ""Mom gets involved in murder cases , car chases and mean - street shoot - outs , wins the day and her son 's heart into the bargain ."", 'Welcome to Grambo .', 'The Arts : Waking up to the terrors of the night TELEVISION']",win the day,i
"['Not , in that division , the belief that achievement would find its own reward .', 'The form was to rush to the boss , roll on the carpet,— explain excitedly the catastrophe one was faced with , and rush out again .', ""Some hours later one returned and claimed , modestly , that one 's own efforts alone had won the day , and the crisis had been averted ."", 'The whole performance was an almost total waste of time , and was accompanied by a belief that it was necessary to demonstrate that one was working long hours in the evenings , and preferably all weekends as well .', 'Both patterns of behaviour occurred inside a single company , and within five miles of each other .']",win the day,i
"['The burgesses grew wealthy , charging up to seven shillings for Spanish ships after the Armada , until they became too greedy and local merchants and fishermen refused to pay .', 'The burgesses appealed to Parliament to confirm their ancient rights , while the ‘ rebels’ were led by James Tillie of Pentillie , owner of Halton Quay and of a merchant fleet .', 'Tillie won the day , dues were reduced to one shilling for English ships , two shillings for foreigners .', 'These dues continued to be collected until 1901 when the Board of Trade abolished them as a hindrance to navigation .', 'Rights to the Lynher river had already been sold to the Admiralty in 1890 for £ 800 , for the Tamar in 1899 for £ 1,000 .']",win the day,i
"['By 1905 learning to design station grounds had become an accepted part of landscape architectural education .', 'But a dispute grew up in the always cost - conscious companies between those who wanted to beautify the trackside to delight the approaching train travellers and those who wanted more spacious station gardens as an urban amenity .', 'By the 1920S the former had won the day and landscape architects turned their talents to municipal projects .', 'The companies dispensed with their services and left it to their employees to provide the beautification .', 'Those gardens which survived were in the main bulldozed and concreted over to provide station car - parking in the 1950 , another victory for functionalism over aesthetics .']",win the day,i
"['They are looking at structure and functions at the same time .', 'We will certainly not again make the mistake that was made in the 1970s and 1980s .', 'It is true that the Conservative party got it wrong 20 years ago when the belief in the two - tier system for local authorities was fashionable and won the day .', 'True , it was working in some areas at that time .', 'No doubt , following the local government commission which will be set up under the new Bill , that system will continue , where appropriate — but only where clearly appropriate .']",win the day,i
"['FROM OUR PARIS CORRESPONDENT', 'ONE war , at least , is over .', 'Six weeks after battle was joined over the proposed ‘ rectification’ of French spelling , the resistance fighters appear to have won the day .', 'The Académie Française , that illustrious guardian of the French language , set up by Richelieu in 1635 , last week in effect buried the very reform for which it had voted unanimously nine months earlier .', ""By 23 votes to six , the Academy decided that the changes in spelling rules — proposed by a working party of the government - appointed Conseil Supérieur de la Langue Française under the chairmanship of the Academy 's own permanent secretary — should not be enforced in any way ( not even through school circulars or inclusion in new dictionaries ) , but should be made subject to the ‘ test of time’ .""]",win the day,i
"['The outcome will set a precedent with far - reaching implications for the whole restitution process .', 'If judgment goes in favour of the National Gallery , the entire network of Czech and Slovak galleries and museums will breath a massive sigh of relief and receive a much needed morale - booster .', ""If Kramar 's family win the day , it will shatter the confidence of an already beleaguered art world and herald a fresh wave of restitution claims ."", 'The chances are that the paintings will go straight onto the market .', ""All things considered , it 's hardly surprising that the Czech delegation to ‘ Galleries and Private Collectors’ , expressed fears about an impending mass sell - off and export of art , and made calls for legislation regarding art and commerce .""]",win the day,i
"[""His Cabinet 's threat to resign was a deliberate move to bring matters to a head ."", 'Ultimately , it paid dividends , with hardliners effectively agreeing to give the government a free hand until December .', ""But it was only Mr Yeltsin 's behind - the - scenes authority which won the day for the reformers , and the respite is likely to be brief ."", 'A simple power struggle lies at the core , one which Mr Yeltsin has three months to resolve .', 'In temperament , age and policy , government and parliament are in a state of perpetual conflict .']",win the day,i
"['Westland became the centre of a political storm between Michael Heseltine , then Defence Minister , and Leon Brittan , Secretary of State for Trade and Industry , over the form the rescue package should take .', 'Heseltine was anxious to set up a link between Westland and a consortium of European helicopter companies , whereas the DTI was adamant the company should make up its own mind .', ""There was a lot of emotive talk about the UK 's only helicopter company selling out to the Americans , but in the event the Sikorsky - Fiat minority involvement won the day and Heseltine resigned from the government ."", 'The political storm disguised the fundamental problems facing Westland which Cuckney , as chairman , and chief executive Hugh Stewart set about tackling .', ""The work - force was pruned by two thousand people and a new management structure was introduced to reduce Westland 's dependence on helicopter sales and place greater emphasis on new technologies and components for the aerospace industry .""]",win the day,i
"['But as only a small percentage of the US tuna fleet captures dolphins , Boxer argues that her Bill will actually give US tuna processors a competitive advantage in the US market , because foreign fleets are more likely to use methods harmful to dolphins .', 'The European Parliament has also been lobbied to ban the import of all yellowfin tuna , and consumer boycotts are already underway in several European countries .', 'As this book goes to print , it seems that consumer pressure has finally won the day and forced a re - evaluation of corporate policy by the major US tuna canners .', ""In April 1990 Starkist Seafood , the world 's largest tuna canner with 35 per cent of the huge US market , announced that they would no longer buy tuna which had been caught by encircling dolphins ."", 'The new policy applies not only to purse - seining in the Eastern Tropical Pacific , but also to all tuna caught anywhere with gill - nets , whether drift - nets or set - nets .']",win the day,i
"['LONDON – Two alternative approaches dominate current discussions about banking reform : break - up and regulation .', 'The debate goes back to the early days of US President Franklin ~ D .~ Roosevelt ’s “ New Deal , ” which pitted “ trust - busters ” against regulators .', 'In banking , the trust - busters won the day with the Glass - Steagall Act of 1933 , which divorced commercial banking from investment banking and guaranteed bank deposits .', 'With the gradual dismantling of Glass - Steagall , and its final repeal in 1999 , bankers triumphed over both the busters and the regulators , while maintaining deposit insurance for the commercial banks .', 'It was this largely unregulated system that came crashing down in 2008 , with global repercussions .']",win the day,i
"['’ Permission to water the troops sir?’', '’ Certainly RSM!’', 'The Glosters won the day .', ""And this is their reward on what 's likely to be their last full scale exercise before amalgamation next year ."", 'A moment to savour ; and a moment to celebrate the fighting spirit and tradition of the Glosters .']",win the day,i
"['It was a golden autumn in the hills about Antietam Creek .', 'President Lincoln had his victory and 11,500 Northern soldiers and over 9,000 Southerners lay dead .', 'General Robert E. Lee had almost won the day but had retreated to Virginia in spite of a final attack by the last of his reserves under General Hill .', 'A few days later , on 22 September , President Lincoln would announce the Preliminary Emancipation of Slaves .', ""It had all hinged on one of MacArthur 's Guard finding three cigars .""]",win the day,i
"['What else is going on or coming up … its all in our action round up …', 'The bravest man of the week has to be grand prix driver Martin Donnelly … he was back in a formula one car for the first since a near fatal crash in Spain …', 'Silverstone was fog bound and slippy but Donnelly a quest of the Jordan team won the day …', 'Martin Donnelly says …', ""More brave men at Swindon tomorrow … the area 's top fighters are in the ring in Penhill for the Senior Championships …""]",win the day,i
